# DD-prefixed Z80 opcodes
#
#op|xtr| type | mnemonic     | dest | src  | summary          | description
f0 | 0 | 0 |  RET | RETP         |      |      | if(s=0) RETURN   | Return if S flag is 0 (positive) (undocumented)
f1 | 0 | 0 |  POP | POP AF       | AF   | (SP) | AF=$SP,SP+=2     | Load AF (16bit) with top of stack (undocumented)
f2 | 2 | 3 |   JP | JPP nn       |      |   nn | if(s=0) JUMP $nn | Jump to ${nn} if S flag is 0 (positive) (undocumented)
f3 | 0 | 0 |   DI | DI           |      |      | I=0              | Disable interrupts (undocumented)
f4 | 2 | 3 | CALL | CALLP nn     |      |   nn | if(s=0) CALL $nn | Call ${nn} if S flag is 0 (positive) (undocumented)
f5 | 0 | 0 | PUSH | PUSH AF      | (SP) |   AF | $SP=AF,SP-=2     | Load top of stack (16bit) with AF (undocumented)
f6 | 1 | 1 |   OR | OR A, n      |    A |    n | A|=n             | OR of {n} to register A (undocumented)
f7 | 0 | 0 |  RST | RST $30      |      |      | CALL $0030       | Restart to $0030 (undocumented)
f8 | 0 | 0 |  RET | RETM         |      |      | if(s=1) RETURN   | Return if S flag is 1 (negative) (undocumented)
f9 | 0 | 0 |   LD | LD SP,IX     |   SP |   IX | SP=IX            | Load register SP (16bit) with register IX
fa | 2 | 3 |   JP | JPM nn       |      |   nn | if(s=1) JUMP $nn | Jump to ${nn} if S flag is 1 (negative) (undocumented)
fb | 0 | 0 |   EI | EI           |      |      | I=1              | Enable Interrupts (undocumented)
fc | 2 | 3 | CALL | CALLM nn     |      |   nn | if(s=1) CALL $nn | Call ${nn} if S flag is 1 (negative) (undocumented)
fd | 0 | 0 | [IY] | [IY]         |      |      | --               | FD instruction prefix (IY indexing) (undocumented)
fe | 1 | 1 |   CP | CP A, n      |      |    n | (c,h,p,z)=(A-n)  | Compare {n} and register A (undocumented)
ff | 0 | 0 |  RST | RST $38      |      |      | CALL $0038       | Restart to $0038 (undocumented)
